customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3894-IOQGT,Female,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,109.18,1632.82,1
2681-ORXWL,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),84.24,84.48,0
9854-UZHBB,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),109.23,436.46,0
2781-DFWMS,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),83.37,1330.22,1
8551-KMHGM,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,111.33,784.98,1
2157-GPOTB,Female,0,Yes,No,17,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),67.69,1149.29,1
1511-ZYWPQ,Female,1,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.34,87.62,1
9791-OCDLE,Male,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.81,1313.35,0
3064-FJVRJ,Female,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.87,1255.68,0
2925-TODYP,Female,0,No,No,26,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,61.15,1596.8,1
9181-XHGSZ,Female,1,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),36.43,651.55,1
4824-UMOZZ,Male,0,Yes,No,11,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,76.86,854.4,0
2310-BJMRW,Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),90.49,2444.22,0
9906-MSXYX,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.88,1290.81,0
2845-ECSWM,Male,0,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),108.04,4213.69,0
9909-FVIQH,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.93,345.59,1
3284-EVVQC,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.47,216.25,0
7181-NONKK,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.83,374.05,1
8973-OLFAY,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.67,23.15,0
7927-TOBQC,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),113.43,1481.54,1
8874-EQWQT,Male,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.72,639.6,1
6171-VKWNM,Male,0,No,No,37,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,74.06,2744.98,0
6459-ZYIIP,Female,0,No,No,26,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.32,2455.22,1
2161-FRBTI,Female,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,76.89,80.11,1
1978-FBOQP,Female,0,No,No,3,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.97,262.62,1
6129-JRJIX,Female,1,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,46.95,854.56,1
8392-DXCJL,Male,0,Yes,No,23,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,84.57,1935.68,1
6253-UBJBI,Male,0,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,43.23,1517.95,0
4034-JBHXQ,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),84.64,6091.82,0
4484-DRLQI,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,112.77,3271.68,1
7844-SNNQB,Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,116.62,2101.74,1
6479-EGVPP,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),42.57,503.78,0
1592-VGTHH,Male,0,Yes,No,32,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,78.07,2490.62,0
2238-KORFV,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),113.83,7392.86,0
4598-WFRXT,Female,1,No,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.12,283.06,0
7407-NSSHB,Female,0,No,No,21,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.04,1572.96,1
4011-FCCSK,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.98,181.48,0
6916-JLNRX,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,67.72,3113.25,0
4528-OXZCW,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),126.04,3789.63,0
6578-JRDMF,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,116.93,1174.14,1
4066-UMYZT,Female,0,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,94.87,4653.25,1
3948-TNMNH,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.06,7201.59,0
9983-OSAVB,Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),113.34,908.71,0
6170-HCWZN,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.71,174.31,1
4897-IHQWW,Female,0,Yes,No,42,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,82.74,3472.8,0
7775-PJUJY,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,116.61,2329.79,0
2335-FVQPO,Male,0,No,Yes,51,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),86.48,4416.0,0
2987-DBKDU,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),96.05,960.93,1
1252-UPUDA,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),106.12,2120.34,1
4389-ZXSBI,Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,87.35,1740.38,1
9632-MRPPY,Male,1,Yes,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),75.04,383.61,1
1553-IKYZZ,Male,1,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.02,2518.56,0
2314-FCICR,Female,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.48,867.17,1
8015-VHOMG,Male,0,No,No,26,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,88.79,2305.83,0
5583-JQAMZ,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.79,353.46,0
6431-PIJFE,Female,0,No,Yes,25,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,88.42,2217.21,0
3506-IFHII,Male,0,No,Yes,42,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,94.65,3979.2,0
6479-CMSBQ,Male,1,No,Yes,40,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,85.35,3417.76,1
7993-NBMUT,Female,0,No,No,60,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.88,3232.96,1
4742-OYTEG,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,60.09,174.5,1
8735-KRZEM,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.84,398.24,1
1539-RBTDM,Male,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,109.54,3183.62,1
4439-FZHPM,Male,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,44.89,1755.3,0
2910-ZDBIR,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.69,902.57,0
4335-ZOIQW,Male,0,No,No,3,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,85.03,261.24,0
3753-FEQBR,Male,0,Yes,No,21,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,83.04,1742.8,0
1063-JJFLQ,Female,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.41,1570.56,0
1140-TPJUB,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.56,230.72,0
5446-WGFAL,Male,1,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),91.06,86.84,0
4659-SIJQR,Male,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.08,296.78,0
8592-JLOOD,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.71,159.5,0
1832-ZLYBO,Female,0,No,Yes,3,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.79,240.18,1
1891-UZNDE,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),117.54,592.24,1
5192-AUFEB,Male,0,Yes,No,18,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.97,1375.31,1
7394-EZISU,Female,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,76.07,297.45,1
5782-MLEBD,Female,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,105.99,2335.88,1
5154-RUJML,Female,1,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),112.65,908.4,1
5313-ONYJV,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,110.97,885.21,0
8911-YOMHU,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,99.77,7181.47,0
6588-VNAMH,Male,0,Yes,No,39,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),59.01,2295.1,1
2905-VIMCR,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.65,451.88,0
2321-EYFHX,Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,118.76,1671.55,0
8014-URNOJ,Male,1,No,No,2,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.87,141.82,1
4481-ULGGK,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.86,1672.06,0
1159-MORGF,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),77.06,71.38,1
8798-KHTAH,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,126.92,373.65,1
5999-SCECO,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.01,2108.03,0
4405-UOXQR,Male,0,Yes,No,5,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,52.25,263.97,0
6848-BNKMY,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.78,792.19,0
8881-XAUYD,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.92,38.02,1
2607-PSRFN,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,100.21,198.56,0
1066-PALNS,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,116.08,3939.66,1
8925-SIGNE,Male,0,No,Yes,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),61.17,1222.45,1
3993-IUGID,Female,1,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.13,49.6,1
8371-FRHUO,Female,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.37,230.5,0
2151-CBXWI,Female,0,No,No,6,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.04,513.85,1
9039-DBNBB,Male,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),44.18,1994.33,1
5378-VGLFR,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,107.91,2162.0,0
9722-MTUWY,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,112.66,2022.6,0
1097-HSIZD,Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,101.65,210.19,1
1079-SJFPJ,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),91.28,2287.16,1
5518-DSZDS,Female,0,Yes,No,4,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.47,336.15,1
3623-SLMYD,Male,1,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),117.65,2000.16,0
9233-UGEQR,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,99.19,2091.67,1
3154-OUVGR,Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,124.71,5490.84,1
9697-YFRPB,Male,0,Yes,No,39,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,111.48,4355.73,0
1256-YZKTE,Female,1,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.1,220.7,1
2071-WASNC,Female,0,No,No,59,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),100.55,5938.99,0
1897-XEQRA,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,94.29,87.88,1
5174-VIWEM,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,113.48,1026.82,1
3935-JTYUN,Female,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.5,24.71,1
1116-ZLKWG,Female,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,127.26,3823.99,0
5561-GXTFK,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.15,567.52,0
2586-KPWLH,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,90.53,361.48,0
3882-BFPTX,Female,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,17.22,42.56,0
2884-ONBTR,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,113.38,678.1,1
6073-BATBI,Male,0,Yes,No,60,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),80.44,4825.08,0
6800-PKWFL,Female,1,Yes,No,27,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),76.61,2073.69,0
5930-LWAIT,Female,0,Yes,No,6,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.82,587.08,0
8173-KCDJS,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,127.61,6760.04,1
1293-AHHYF,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,94.97,285.68,1
9016-SAOMU,Female,1,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,100.6,2710.09,1
9641-CIPXM,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),78.46,1011.34,0
6874-RULLA,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.84,241.53,0
2235-HQUTV,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),113.59,804.02,1
6352-QJDVZ,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),103.76,1655.52,1
2853-ZXXHP,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),118.68,7586.33,0
3990-HVICV,Female,0,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,73.42,2352.35,0
1862-POXDT,Female,0,Yes,Yes,26,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,59.83,1553.16,0
1527-JKZEK,Male,1,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.29,1619.31,0
1846-FPOKT,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,94.73,1889.78,0
4323-BLPSB,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.55,421.89,0
9752-NXPEJ,Female,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.69,1352.91,0
4948-PIXDX,Female,0,No,No,18,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),75.63,1361.29,0
7172-ZPWKG,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.76,330.94,0
7448-VMDNJ,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),45.86,1657.03,0
8354-LBZWI,Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),124.54,1742.36,1
2532-EHUNG,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),67.76,64.45,1
9582-ICNQR,Female,1,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.95,441.41,1
2195-VNZZM,Female,0,No,Yes,14,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,88.04,1241.2,1
9077-ISZBK,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,99.94,1103.97,1
6200-BSGRM,Male,0,Yes,No,19,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,86.36,1637.93,0
9836-RWZXX,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),120.13,472.4,1
6020-POHZO,Female,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),43.0,852.65,0
5864-QONNJ,Male,0,No,No,72,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,73.81,5319.51,0
6818-FQEEO,Female,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,44.99,1487.72,0
5074-EAKKF,Male,1,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,125.9,3394.54,0
1662-HBOWV,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,67.86,330.97,0
1942-HPNOT,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,91.0,1829.75,1
3106-FHTRR,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,108.59,4455.99,1
2375-ZQUPM,Female,1,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,62.81,367.03,0
1479-EPNNN,Male,1,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.6,78.39,1
1087-YNSCQ,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),105.16,2736.69,1
3348-VDKOO,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),100.77,2612.63,0
5503-BKBWE,Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,110.68,4313.92,0
6830-GJFTL,Male,0,No,Yes,23,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),84.63,1949.82,0
8871-MXKRB,Male,1,No,No,45,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),90.27,4052.22,0
2903-BSFAK,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.34,286.43,1
7385-JRASP,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),42.72,40.08,0
4577-GOAWU,Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),46.5,1451.17,0
5321-QYXJF,Female,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.59,473.46,1
6828-HHELG,Male,0,No,Yes,5,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.91,473.45,0
7668-QDRJC,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,77.14,80.73,1
9843-AKRMQ,Female,0,No,No,33,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.46,2817.83,0
4271-TSQBC,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,119.22,5009.21,0
9425-XVRRN,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,85.85,935.2,1
9623-GAQWY,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,108.3,5523.61,1
4044-AUQJL,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),96.18,1149.98,1
2688-TYBWP,Male,0,Yes,No,72,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,75.53,5446.69,0
5507-MRTVN,Female,0,Yes,No,72,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),77.83,5604.33,0
2486-LIZNU,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,95.5,3816.62,1
4749-JHPCB,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,121.47,845.56,1
8055-SIPVZ,Female,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),111.11,1102.89,0
2539-JSMRO,Male,0,No,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.65,1039.54,0
